housekeeping_log_id,booking_id,guest_id,room_id,service_date,cleaning_start_time,cleaning_end_time,cleaning_duration_minutes,attendant_id,inspector_id,inspection_status,room_ready_status,issues_found,issue_severity,bathroom_status,linen_status,floor_status,minibar_status,notes
HK-000130,BKG-006582,GST-006582,RM-307,2021-02-12,09:30,10:04,34,ATT-036,INS-010,passed,ready,none,none,clean,fresh,vacuumed,stocked,daily service completed; inspection passed with no housekeeping defects noted.
HK-000131,BKG-000408,GST-000408,RM-407,2021-02-12,11:15,12:29,74,ATT-035,INS-007,failed,not_ready,dirty bathroom,major,dirty,fresh,vacuumed,stocked,checkout clean failed due to dirty bathroom; room not released until corrective cleaning.
HK-000132,BKG-008498,GST-008498,RM-429,2021-02-12,12:30,12:56,26,ATT-027,INS-003,passed,ready,none,none,clean,fresh,vacuumed,stocked,daily service completed; inspection passed with no housekeeping defects noted.
HK-000133,BKG-003367,GST-003367,RM-336,2021-02-13,09:25,10:02,37,ATT-026,INS-002,passed,ready,none,none,clean,fresh,vacuumed,stocked,pre arrival completed; inspection passed with no housekeeping defects noted.
HK-000134,BKG-006582,GST-006582,RM-307,2021-02-13,10:25,10:53,28,ATT-007,INS-005,passed,ready,none,none,clean,fresh,vacuumed,stocked,daily service completed; inspection passed with no housekeeping defects noted.
HK-000135,BKG-009943,GST-009943,RM-524,2021-02-13,10:30,11:02,32,ATT-011,INS-005,passed,ready,none,none,clean,fresh,vacuumed,stocked,daily service completed; inspection passed with no housekeeping defects noted.
HK-000136,BKG-003354,GST-003354,RM-525,2021-02-13,14:30,15:25,55,ATT-017,INS-005,passed_with_notes,ready,stained linen,minor,clean,stained,vacuumed,stocked,pre arrival passed with minor note: stained linen.
HK-000137,BKG-008498,GST-008498,RM-429,2021-02-13,16:35,17:15,40,ATT-005,INS-005,passed,ready,none,none,clean,fresh,vacuumed,stocked,daily service completed; inspection passed with no housekeeping defects noted.
HK-000138,BKG-008498,GST-008498,RM-429,2021-02-14,09:05,09:39,34,ATT-024,INS-001,passed,ready,none,none,clean,fresh,vacuumed,stocked,daily service completed; inspection passed with no housekeeping defects noted.
HK-000139,BKG-009943,GST-009943,RM-524,2021-02-14,09:05,09:28,23,ATT-013,INS-005,passed,ready,none,none,clean,fresh,vacuumed,stocked,daily service completed; inspection passed with no housekeeping defects noted.
HK-000140,BKG-006582,GST-006582,RM-307,2021-02-14,09:45,10:24,39,ATT-009,INS-007,passed,ready,none,none,clean,fresh,vacuumed,stocked,daily service completed; inspection passed with no housekeeping defects noted.
HK-000141,BKG-003367,GST-003367,RM-336,2021-02-14,12:20,12:57,37,ATT-019,INS-010,passed,ready,none,none,clean,fresh,vacuumed,stocked,daily service completed; inspection passed with no housekeeping defects noted.
HK-000142,BKG-003354,GST-003354,RM-525,2021-02-14,14:30,15:13,43,ATT-020,INS-006,passed,ready,none,none,clean,fresh,vacuumed,stocked,daily service completed; inspection passed with no housekeeping defects noted.
HK-000143,BKG-003367,GST-003367,RM-336,2021-02-15,12:00,13:06,66,ATT-026,INS-001,passed,ready,none,none,clean,fresh,vacuumed,stocked,checkout clean completed; inspection passed with no housekeeping defects noted.
HK-000144,BKG-008498,GST-008498,RM-429,2021-02-15,12:25,13:08,43,ATT-008,INS-003,passed,ready,none,none,clean,fresh,vacuumed,stocked,checkout clean completed; inspection passed with no housekeeping defects noted.
HK-000145,BKG-009943,GST-009943,RM-524,2021-02-15,13:25,13:54,29,ATT-028,INS-003,passed_with_notes,ready,stained linen,minor,clean,stained,vacuumed,stocked,daily service passed with minor note: stained linen.
HK-000146,BKG-000610,GST-000610,RM-339,2021-02-16,12:45,13:19,34,ATT-036,INS-007,passed,ready,none,none,clean,fresh,vacuumed,stocked,pre arrival completed; inspection passed with no housekeeping defects noted.
HK-000147,BKG-006582,GST-006582,RM-307,2021-02-16,15:30,16:31,61,ATT-006,INS-001,passed,ready,none,none,clean,fresh,vacuumed,stocked,checkout clean completed; inspection passed with no housekeeping defects noted.
HK-000148,BKG-009931,GST-009931,RM-230,2021-02-17,12:25,13:08,43,ATT-029,INS-003,passed,ready,none,none,clean,fresh,vacuumed,stocked,pre arrival completed; inspection passed with no housekeeping defects noted.
HK-000149,BKG-003354,GST-003354,RM-525,2021-02-17,13:10,13:40,30,ATT-026,INS-010,passed,ready,none,none,clean,fresh,vacuumed,stocked,daily service completed; inspection passed with no housekeeping defects noted.
HK-000150,BKG-006161,GST-006161,RM-432,2021-02-17,14:30,15:13,43,ATT-005,INS-008,passed,ready,none,none,clean,fresh,vacuumed,stocked,pre arrival completed; inspection passed with no housekeeping defects noted.
HK-000151,BKG-006161,GST-006161,RM-432,2021-02-18,11:10,11:37,27,ATT-015,INS-010,passed,ready,none,none,clean,fresh,vacuumed,stocked,daily service completed; inspection passed with no housekeeping defects noted.
HK-000152,BKG-000610,GST-000610,RM-339,2021-02-18,13:35,14:18,43,ATT-029,INS-002,passed,ready,none,none,clean,fresh,vacuumed,stocked,daily service completed; inspection passed with no housekeeping defects noted.
HK-000153,BKG-003354,GST-003354,RM-525,2021-02-18,16:05,16:40,35,ATT-032,INS-010,passed,ready,none,none,clean,fresh,vacuumed,stocked,daily service completed; inspection passed with no housekeeping defects noted.
HK-000154,BKG-009931,GST-009931,RM-230,2021-02-19,10:40,11:22,42,ATT-036,INS-010,passed,ready,none,none,clean,fresh,vacuumed,stocked,daily service completed; inspection passed with no housekeeping defects noted.
HK-000155,BKG-000610,GST-000610,RM-339,2021-02-19,10:45,11:32,47,ATT-008,INS-010,passed_with_notes,ready,trash not removed,minor,clean,fresh,trash present,stocked,daily service passed with minor note: trash not removed.
HK-000156,BKG-006161,GST-006161,RM-432,2021-02-19,11:20,11:58,38,ATT-023,INS-001,passed,ready,none,none,clean,fresh,vacuumed,stocked,daily service completed; inspection passed with no housekeeping defects noted.
HK-000157,BKG-003354,GST-003354,RM-525,2021-02-19,13:35,14:10,35,ATT-015,INS-002,passed,ready,none,none,clean,fresh,vacuumed,stocked,daily service completed; inspection passed with no housekeeping defects noted.
HK-000158,BKG-003354,GST-003354,RM-525,2021-02-20,13:45,14:09,24,ATT-004,INS-009,passed,ready,none,none,clean,fresh,vacuumed,stocked,daily service completed; inspection passed with no housekeeping defects noted.
HK-000159,BKG-009931,GST-009931,RM-230,2021-02-20,13:45,14:21,36,ATT-032,INS-002,passed,ready,none,none,clean,fresh,vacuumed,stocked,daily service completed; inspection passed with no housekeeping defects noted.
HK-000160,BKG-006161,GST-006161,RM-432,2021-02-20,16:00,16:29,29,ATT-020,INS-004,passed,ready,none,none,clean,fresh,vacuumed,stocked,daily service completed; inspection passed with no housekeeping defects noted.
HK-000161,BKG-003354,GST-003354,RM-525,2021-02-21,09:45,10:25,40,ATT-029,INS-001,passed,ready,none,none,clean,fresh,vacuumed,stocked,daily service completed; inspection passed with no housekeeping defects noted.
HK-000162,BKG-006161,GST-006161,RM-432,2021-02-21,10:45,11:27,42,ATT-021,INS-003,passed,ready,none,none,clean,fresh,vacuumed,stocked,daily service completed; inspection passed with no housekeeping defects noted.
HK-000163,BKG-009931,GST-009931,RM-230,2021-02-21,14:00,14:46,46,ATT-003,INS-008,passed_with_notes,ready,floor not vacuumed,minor,clean,fresh,needs vacuum,stocked,daily service passed with minor note: floor not vacuumed.
HK-000164,BKG-006161,GST-006161,RM-432,2021-02-22,10:50,11:44,54,ATT-016,INS-009,passed,ready,none,none,clean,fresh,vacuumed,stocked,checkout clean completed; inspection passed with no housekeeping defects noted.
HK-000165,BKG-000610,GST-000610,RM-339,2021-02-22,13:05,14:11,66,ATT-030,INS-005,passed,ready,none,none,clean,fresh,vacuumed,stocked,checkout clean completed; inspection passed with no housekeeping defects noted.
HK-000166,BKG-003354,GST-003354,RM-525,2021-02-22,14:10,14:46,36,ATT-030,INS-009,passed_with_notes,ready,dust on desk,minor,clean,fresh,vacuumed,stocked,daily service passed with minor note: dust on desk.
HK-000167,BKG-009931,GST-009931,RM-230,2021-02-22,14:35,15:44,69,ATT-027,INS-001,passed_with_notes,ready,missing towels,minor,missing towels,fresh,vacuumed,stocked,checkout clean passed with minor note: missing towels.
HK-000168,BKG-000936,GST-000936,RM-337,2021-02-22,14:55,15:39,44,ATT-036,INS-001,passed,ready,none,none,clean,fresh,vacuumed,stocked,pre arrival completed; inspection passed with no housekeeping defects noted.
HK-000169,BKG-003354,GST-003354,RM-525,2021-02-23,11:15,11:57,42,ATT-017,INS-003,passed,ready,none,none,clean,fresh,vacuumed,stocked,checkout clean completed; inspection passed with no housekeeping defects noted.
HK-000170,BKG-000936,GST-000936,RM-337,2021-02-23,13:35,14:52,77,ATT-027,INS-008,failed,not_ready,trash not removed,major,clean,fresh,trash present,stocked,daily service failed due to trash not removed; room not released until corrective cleaning.
HK-000171,BKG-000936,GST-000936,RM-337,2021-02-24,09:05,09:44,39,ATT-022,INS-009,passed,ready,none,none,clean,fresh,vacuumed,stocked,daily service completed; inspection passed with no housekeeping defects noted.
HK-000172,BKG-009864,GST-009864,RM-225,2021-02-24,09:15,10:03,48,ATT-014,INS-005,passed,ready,none,none,clean,fresh,vacuumed,stocked,pre arrival completed; inspection passed with no housekeeping defects noted.
HK-000173,BKG-001274,GST-001274,RM-329,2021-02-24,09:25,10:14,49,ATT-019,INS-007,passed,ready,none,none,clean,fresh,vacuumed,stocked,pre arrival completed; inspection passed with no housekeeping defects noted.
HK-000174,BKG-001274,GST-001274,RM-329,2021-02-25,11:25,12:12,47,ATT-004,INS-005,passed,ready,none,none,clean,fresh,vacuumed,stocked,daily service completed; inspection passed with no housekeeping defects noted.
HK-000175,BKG-000936,GST-000936,RM-337,2021-02-25,12:30,12:52,22,ATT-017,INS-009,passed,ready,none,none,clean,fresh,vacuumed,stocked,daily service completed; inspection passed with no housekeeping defects noted.
HK-000176,BKG-008569,GST-008569,RM-218,2021-02-25,13:55,14:42,47,ATT-023,INS-010,passed,ready,none,none,clean,fresh,vacuumed,stocked,pre arrival completed; inspection passed with no housekeeping defects noted.
HK-000177,BKG-000936,GST-000936,RM-337,2021-02-26,10:30,11:07,37,ATT-023,INS-003,passed_with_notes,ready,floor not vacuumed,minor,clean,fresh,needs vacuum,stocked,daily service passed with minor note: floor not vacuumed.
HK-000178,BKG-001274,GST-001274,RM-329,2021-02-26,11:55,12:31,36,ATT-009,INS-009,passed,ready,none,none,clean,fresh,vacuumed,stocked,daily service completed; inspection passed with no housekeeping defects noted.
HK-000179,BKG-009674,GST-009674,RM-529,2021-02-26,12:25,13:32,67,ATT-018,INS-002,passed,ready,none,none,clean,fresh,vacuumed,stocked,pre arrival completed; inspection passed with no housekeeping defects noted.
HK-000180,BKG-008995,GST-008995,RM-536,2021-02-26,12:45,13:41,56,ATT-031,INS-001,passed,ready,none,none,clean,fresh,vacuumed,stocked,pre arrival completed; inspection passed with no housekeeping defects noted.
HK-000181,BKG-009864,GST-009864,RM-225,2021-02-26,14:05,14:46,41,ATT-018,INS-010,passed_with_notes,ready,floor not vacuumed,minor,clean,fresh,needs vacuum,stocked,daily service passed with minor note: floor not vacuumed.
HK-000182,BKG-008569,GST-008569,RM-218,2021-02-27,09:45,10:11,26,ATT-008,INS-002,passed,ready,none,none,clean,fresh,vacuumed,stocked,daily service completed; inspection passed with no housekeeping defects noted.
HK-000183,BKG-009864,GST-009864,RM-225,2021-02-27,11:30,12:05,35,ATT-004,INS-003,passed,ready,none,none,clean,fresh,vacuumed,stocked,daily service completed; inspection passed with no housekeeping defects noted.
HK-000184,BKG-006815,GST-006815,RM-220,2021-02-27,11:35,12:12,37,ATT-010,INS-006,passed,ready,none,none,clean,fresh,vacuumed,stocked,pre arrival completed; inspection passed with no housekeeping defects noted.
HK-000185,BKG-009674,GST-009674,RM-529,2021-02-28,11:50,12:25,35,ATT-025,INS-008,passed,ready,none,none,clean,fresh,vacuumed,stocked,daily service completed; inspection passed with no housekeeping defects noted.
HK-000186,BKG-009864,GST-009864,RM-225,2021-02-28,12:50,13:37,47,ATT-015,INS-010,passed,ready,none,none,clean,fresh,vacuumed,stocked,checkout clean completed; inspection passed with no housekeeping defects noted.
HK-000187,BKG-008995,GST-008995,RM-536,2021-02-28,16:45,17:27,42,ATT-008,INS-007,passed,ready,none,none,clean,fresh,vacuumed,stocked,daily service completed; inspection passed with no housekeeping defects noted.
HK-000188,BKG-006672,GST-006672,RM-525,2021-03-01,09:25,10:15,50,ATT-016,INS-010,passed,ready,none,none,clean,fresh,vacuumed,stocked,pre arrival completed; inspection passed with no housekeeping defects noted.
HK-000189,BKG-003261,GST-003261,RM-240,2021-03-01,14:45,15:42,57,ATT-007,INS-007,passed_with_notes,ready,trash not removed,minor,clean,fresh,trash present,stocked,pre arrival passed with minor note: trash not removed.
HK-000190,BKG-000936,GST-000936,RM-337,2021-03-01,15:15,15:57,42,ATT-023,INS-003,passed,ready,none,none,clean,fresh,vacuumed,stocked,checkout clean completed; inspection passed with no housekeeping defects noted.
HK-000191,BKG-003261,GST-003261,RM-240,2021-03-02,14:15,14:45,30,ATT-018,INS-005,passed,ready,none,none,clean,fresh,vacuumed,stocked,daily service completed; inspection passed with no housekeeping defects noted.
HK-000192,BKG-008106,GST-008106,RM-101,2021-03-02,14:55,15:40,45,ATT-028,INS-007,follow_up_required,ready_after_follow_up,amenity tray incomplete,minor,clean,fresh,vacuumed,stocked,pre arrival required follow-up for amenity tray incomplete; room release delayed pending correction.
HK-000193,BKG-006815,GST-006815,RM-220,2021-03-02,15:35,16:52,77,ATT-033,INS-006,failed,not_ready,stained linen,major,clean,stained,vacuumed,stocked,checkout clean failed due to stained linen; room not released until corrective cleaning.
HK-000194,BKG-006672,GST-006672,RM-525,2021-03-03,10:50,11:19,29,ATT-001,INS-010,passed_with_notes,ready,amenity tray incomplete,minor,clean,fresh,vacuumed,stocked,daily service passed with minor note: amenity tray incomplete.
HK-000195,BKG-004601,GST-004601,RM-414,2021-03-03,12:25,13:25,60,ATT-026,INS-002,passed,ready,none,none,clean,fresh,vacuumed,stocked,pre arrival completed; inspection passed with no housekeeping defects noted.
HK-000196,BKG-009674,GST-009674,RM-529,2021-03-03,12:55,13:32,37,ATT-022,INS-009,passed,ready,none,none,clean,fresh,vacuumed,stocked,daily service completed; inspection passed with no housekeeping defects noted.
HK-000197,BKG-003261,GST-003261,RM-240,2021-03-03,16:35,17:05,30,ATT-001,INS-007,passed,ready,none,none,clean,fresh,vacuumed,stocked,daily service completed; inspection passed with no housekeeping defects noted.
HK-000198,BKG-009674,GST-009674,RM-529,2021-03-04,10:50,11:23,33,ATT-035,INS-004,passed,ready,none,none,clean,fresh,vacuumed,stocked,daily service completed; inspection passed with no housekeeping defects noted.
HK-000199,BKG-005203,GST-005203,RM-342,2021-03-04,13:55,15:01,66,ATT-036,INS-001,passed,ready,none,none,clean,fresh,vacuumed,stocked,pre arrival completed; inspection passed with no housekeeping defects noted.
HK-000200,BKG-009674,GST-009674,RM-529,2021-03-05,11:00,11:48,48,ATT-012,INS-001,passed,ready,none,none,clean,fresh,vacuumed,stocked,checkout clean completed; inspection passed with no housekeeping defects noted.
HK-000201,BKG-004601,GST-004601,RM-414,2021-03-05,12:55,13:36,41,ATT-030,INS-003,passed,ready,none,none,clean,fresh,vacuumed,stocked,daily service completed; inspection passed with no housekeeping defects noted.
HK-000202,BKG-004259,GST-004259,RM-138,2021-03-05,14:35,15:37,62,ATT-003,INS-002,passed,ready,none,none,clean,fresh,vacuumed,stocked,pre arrival completed; inspection passed with no housekeeping defects noted.
HK-000203,BKG-005203,GST-005203,RM-342,2021-03-06,09:15,09:56,41,ATT-020,INS-003,passed,ready,none,none,clean,fresh,vacuumed,stocked,daily service completed; inspection passed with no housekeeping defects noted.
HK-000204,BKG-008995,GST-008995,RM-536,2021-03-06,12:25,13:40,75,ATT-036,INS-007,passed,ready,none,none,clean,fresh,vacuumed,stocked,checkout clean completed; inspection passed with no housekeeping defects noted.
HK-000205,BKG-009878,GST-009878,RM-411,2021-03-06,13:45,14:48,63,ATT-033,INS-006,passed,ready,none,none,clean,fresh,vacuumed,stocked,pre arrival completed; inspection passed with no housekeeping defects noted.
HK-000206,BKG-004601,GST-004601,RM-414,2021-03-07,11:40,12:11,31,ATT-027,INS-005,passed,ready,none,none,clean,fresh,vacuumed,stocked,daily service completed; inspection passed with no housekeeping defects noted.
